,Videocard Name,"Passmark G3D Mark
(higher is better)","Rank
(lower is better)","Videocard Value
(higher is better)","Price
(USD)",lien,DirectX 9,DirectX 10,DirectX 11,DirectX 12,GPU Compute
45,FirePro V4900,977,1057,6.52,$149.99*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V5700&id=3111,NA,NA,NA,NA,NA
46,FirePro V5700,464,1562,2.47,$188.06*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V5800&id=3427,31 Frames/Sec,6 Frames/Sec,10 Frames/Sec,0 Frames/Sec,597 Ops/Sec
47,FirePro V5800,1175,962,22.18,$53.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V5900&id=243,40 Frames/Sec,7 Frames/Sec,12 Frames/Sec,0 Frames/Sec,420 Ops/Sec
48,FirePro V5900,1269,925,14.77,$86.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V7000&id=2675,NA,NA,NA,NA,NA
49,FirePro V7800,2028,694,10.68,$190.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V7900&id=245,64 Frames/Sec,17 Frames/Sec,17 Frames/Sec,0 Frames/Sec,815 Ops/Sec
50,FirePro V7900,2304,635,12.13,$190.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V8700&id=3105,NA,NA,NA,NA,NA
51,FirePro V8700,1538,845,9.75,$157.88*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V8800&id=3344,49 Frames/Sec,15 Frames/Sec,15 Frames/Sec,0 Frames/Sec,1202 Ops/Sec
52,FirePro V8800,2280,640,11.52,$198.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V9800&id=3423,NA,NA,NA,NA,NA
53,FirePro V9800,2726,551,5.75,$474.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W2100&id=2940,17 Frames/Sec,3 Frames/Sec,7 Frames/Sec,4 Frames/Sec,458 Ops/Sec
54,FirePro W2100,889,1119,15.08,$59.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4100&id=3019,32 Frames/Sec,6 Frames/Sec,10 Frames/Sec,6 Frames/Sec,709 Ops/Sec
55,FirePro W4100,1551,840,8.43,$184.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4170M&id=3070,23 Frames/Sec,4 Frames/Sec,6 Frames/Sec,5 Frames/Sec,493 Ops/Sec
56,FirePro W4300,2821,536,11.76,$239.99*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5000&id=2227,61 Frames/Sec,11 Frames/Sec,21 Frames/Sec,13 Frames/Sec,1324 Ops/Sec
57,FirePro W5000,2964,523,16.11,$184.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5100&id=3044,53 Frames/Sec,10 Frames/Sec,20 Frames/Sec,18 Frames/Sec,1246 Ops/Sec
58,FirePro W5100,2974,522,23.61,$125.99*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5130M&id=3440,33 Frames/Sec,6 Frames/Sec,9 Frames/Sec,6 Frames/Sec,9269 Ops/Sec
59,FirePro W600,1661,803,4.00,$414.99*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W6150M&id=4341,57 Frames/Sec,11 Frames/Sec,14 Frames/Sec,15 Frames/Sec,858 Ops/Sec
60,FirePro W7000,4263,413,15.34,$278.05*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7000+Adapter&id=2647,75 Frames/Sec,18 Frames/Sec,30 Frames/Sec,20 Frames/Sec,2085 Ops/Sec
61,FirePro W7100,5332,336,13.70,$389.30*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7170M&id=3412,51 Frames/Sec,21 Frames/Sec,16 Frames/Sec,15 Frames/Sec,902 Ops/Sec
62,FirePro W8000,4095,420,7.15,$573.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W8100&id=2937,123 Frames/Sec,42 Frames/Sec,44 Frames/Sec,35 Frames/Sec,2529 Ops/Sec
63,FirePro W8100,7279,257,10.34,$704.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W9000&id=2281,97 Frames/Sec,31 Frames/Sec,35 Frames/Sec,33 Frames/Sec,2693 Ops/Sec
64,FirePro W9000,6138,297,7.26,$845.00*,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W9100&id=3028,132 Frames/Sec,45 Frames/Sec,49 Frames/Sec,36 Frames/Sec,3103 Ops/Sec
65,FirePro W9100,7927,235,4.58,"$1,729.99*",https://www.videocardbenchmark.net/gpu.php?gpu=FireStream+9170&id=3357,NA,NA,NA,NA,NA
66,GeForce 210,103,2001,1.92,$54.15*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+240M+GT&id=4035,NA,NA,NA,NA,NA
67,GeForce 256,5,2375,0.12,$42.04*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+305M&id=1171,6 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
68,GeForce 310,119,1946,1.11,$108.35*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+310M&id=102,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
69,GeForce 315,158,1858,4.80,$32.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+315M&id=1174,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
70,GeForce 405,120,1944,4.89,$24.64*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+410M&id=1178,5 Frames/Sec,1 Frames/Sec,2 Frames/Sec,0 Frames/Sec,122 Ops/Sec
71,GeForce 505,118,1951,1.03,$115.06*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+510&id=1179,6 Frames/Sec,1 Frames/Sec,2 Frames/Sec,1 Frames/Sec,132 Ops/Sec
72,GeForce 510,259,1751,3.71,$69.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+605&id=1180,8 Frames/Sec,1 Frames/Sec,3 Frames/Sec,1 Frames/Sec,149 Ops/Sec
73,GeForce 605,310,1700,2.27,$136.83*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6100&id=1181,NA,NA,NA,NA,NA
74,GeForce 6150,21,2290,0.07,$329.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6150+LE&id=1188,NA,NA,NA,NA,NA
75,GeForce 6200,41,2196,0.42,$99.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6200+A-LE&id=1192,NA,NA,NA,NA,NA
76,GeForce 6200 LE,29,2261,0.70,$41.24*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6200+TurboCache&id=1194,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
77,GeForce 6200A,3,2420,0.07,$54.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6200SE+TurboCache&id=1195,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
78,GeForce 6600,86,2051,0.33,$264.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6600+GT&id=1199,4 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
79,GeForce 6600 GT,137,1899,2.11,$64.95*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6600+LE&id=1201,NA,NA,NA,NA,NA
80,GeForce 6800,112,1972,0.20,$559.29*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800+GS&id=1207,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
81,GeForce 7300 GT,136,1902,0.91,$149.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7300+LE&id=1235,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
82,GeForce 7300 LE,80,2075,2.50,$32.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7300+SE&id=1236,NA,NA,NA,NA,NA
83,GeForce 7600 GS,157,1859,0.90,$175.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7600+GT&id=1243,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
84,GeForce 7600 GT,201,1814,1.01,$199.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7650+GS&id=1247,NA,NA,NA,NA,NA
85,GeForce 770M,3245,496,18.34,$176.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GS&id=1248,NA,NA,NA,NA,NA
86,GeForce 7800 GT,244,1764,3.05,$80.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GTX&id=1250,9 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
87,GeForce 7800 GTX,290,1719,4.06,$71.60*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GS&id=1251,6 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
88,GeForce 7900 GT,258,1752,1.30,$199.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GT%2FGTO&id=1253,NA,NA,NA,NA,NA
89,GeForce 7950 GT,344,1668,1.69,$203.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7950+GX2&id=1256,NA,NA,NA,NA,NA
90,GeForce 7950 GX2,201,1813,3.67,$54.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7950+Xtreme&id=3389,NA,NA,NA,NA,NA
91,GeForce 8300,101,2010,4.48,$22.68*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8300+GS&id=1261,1 Frames/Sec,6 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
92,GeForce 8400,81,2070,0.14,$589.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400+GS&id=73,3 Frames/Sec,3 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
93,GeForce 8400 GS,149,1870,1.74,$85.97*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400+SE&id=1264,NA,NA,NA,NA,NA
94,GeForce 8400M GS,112,1974,1.44,$78.20*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400M+GT&id=1268,2 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
95,GeForce 8600 GT,116,1955,0.60,$196.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600+GTS&id=118,7 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
96,GeForce 8600 GTS,149,1871,0.62,$241.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600M+GS&id=1274,4 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
97,GeForce 8600M GT,89,2044,0.83,$108.10*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8700M+GT&id=1276,7 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
98,GeForce 8800 GT,493,1528,7.05,$69.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTS&id=101,18 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
99,GeForce 8800 GTS,421,1608,5.27,$79.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTS+512&id=63,21 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
100,GeForce 8800 GTX,590,1411,4.92,$119.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+Ultra&id=1281,18 Frames/Sec,3 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
101,GeForce 9300,126,1925,2.15,$59.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+%2F+nForce+730i&id=1292,NA,NA,NA,NA,NA
102,GeForce 9300 GE,76,2081,3.32,$22.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+GS&id=1294,2 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
103,GeForce 9300 GS,102,2006,1.71,$59.95*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+SE&id=3128,NA,NA,NA,NA,NA
104,GeForce 9300GE,97,2021,1.01,$97.20*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300M+G&id=1296,NA,NA,NA,NA,NA
105,GeForce 9300M GS,89,2043,2.07,$43.42*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930A&id=3417,21 Frames/Sec,5 Frames/Sec,8 Frames/Sec,7 Frames/Sec,648 Ops/Sec
106,GeForce 9400 GT,132,1911,0.83,$159.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400M&id=1299,3 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
107,GeForce 9500 GT,146,1878,1.71,$85.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M&id=1305,NA,NA,NA,NA,NA
108,GeForce 9500M,103,2002,1.02,$101.20*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M+G&id=1306,6 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
109,GeForce 9600 GSO,327,1688,6.54,$49.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GSO+512&id=1310,12 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
110,GeForce 9600 GT,491,1529,7.56,$64.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GS&id=1313,7 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
111,GeForce 9600M GT,137,1897,1.76,$78.20*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GT+%2F+GeForce+GT+220M&id=1315,NA,NA,NA,NA,NA
112,GeForce 9650M GT,137,1901,1.17,$117.30*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9700M+GT&id=1318,11 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
113,GeForce 9800 GT,467,1556,6.24,$74.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GT+1024MB&id=3260,NA,NA,NA,NA,NA
114,GeForce 9800 GTX,769,1217,10.26,$74.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GTX%2B&id=92,18 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
115,GeForce 9800 GTX/9800 GTX+,608,1385,6.76,$89.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GX2&id=1323,NA,NA,NA,NA,NA
116,GeForce 9800 GX2,797,1191,4.09,$195.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+S&id=2264,NA,NA,NA,NA,NA
117,GeForce 9800M GTX,454,1577,1.38,$328.50*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+999+GTX&id=3403,NA,NA,NA,NA,NA
118,GeForce FX 5200,7,2338,0.06,$129.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200+Ultra&id=1333,NA,NA,NA,NA,NA
119,GeForce FX 5200LE,7,2341,0.16,$42.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200SE&id=2655,NA,NA,NA,NA,NA
120,GeForce FX 5500,8,2330,0.05,$153.97*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5600&id=1336,NA,NA,NA,NA,NA
121,GeForce G100,123,1932,6.20,$19.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G102M&id=1366,2 Frames/Sec,4 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
122,GeForce G210,98,2016,0.80,$122.12*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G210M&id=1371,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
123,GeForce GT 1030,2486,595,24.14,$102.99,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+120&id=1402,9 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
124,GeForce GT 120,168,1849,5.63,$29.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+120+%2F+9500+GT&id=1403,NA,NA,NA,NA,NA
125,GeForce GT 130,381,1637,2.52,$151.34*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+130M&id=1406,8 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
126,GeForce GT 220,212,1795,5.32,$39.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+220M&id=1408,6 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
127,GeForce GT 230,323,1692,7.35,$43.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+230M&id=1410,9 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
128,GeForce GT 240,521,1500,3.24,$160.97*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+240M&id=1411,8 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
129,GeForce GT 320,453,1578,13.88,$32.69*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+320M&id=1414,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
130,GeForce GT 330,400,1625,10.02,$39.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+330M&id=108,9 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
131,GeForce GT 340,738,1251,13.93,$52.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+415&id=2423,10 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
132,GeForce GT 420,426,1600,2.75,$155.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+420M&id=1421,8 Frames/Sec,2 Frames/Sec,3 Frames/Sec,0 Frames/Sec,170 Ops/Sec
133,GeForce GT 430,602,1394,4.31,$139.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+435M&id=86,14 Frames/Sec,2 Frames/Sec,5 Frames/Sec,1 Frames/Sec,208 Ops/Sec
134,GeForce GT 440,773,1212,3.44,$225.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+445M&id=1424,18 Frames/Sec,3 Frames/Sec,8 Frames/Sec,2 Frames/Sec,380 Ops/Sec
